Export File Created with QBlade v0.96 64bit on 09.07.2020 at 17:00:12
_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.14 6panel,_TSR4.5 solidity=0.14 6panel,
Azimuthal Position Blade 1 [deg],Total Tangential Load Blade 1 [m],Azimuthal Position Blade 1 [deg],Total Tangential Load Blade 1 [m],
2.00000e+02,2.82812e+01,2.00000e+02,3.08537e+01,
2.05000e+02,3.25381e+01,2.05000e+02,3.01297e+01,
2.10000e+02,3.47039e+01,2.10000e+02,2.58952e+01,
2.15000e+02,3.53100e+01,2.15000e+02,3.60538e+01,
2.20000e+02,4.68263e+01,2.20000e+02,4.67615e+01,
2.25000e+02,5.71569e+01,2.25000e+02,4.70038e+01,
2.30000e+02,5.98587e+01,2.30000e+02,4.37047e+01,
2.35000e+02,6.10634e+01,2.35000e+02,3.92377e+01,
2.40000e+02,6.57967e+01,2.40000e+02,4.54126e+01,
2.45000e+02,5.93176e+01,2.45000e+02,6.25688e+01,
2.50000e+02,3.49026e+01,2.50000e+02,7.62361e+01,
2.55000e+02,4.50462e+01,2.55000e+02,8.72424e+01,
2.60000e+02,5.33031e+01,2.60000e+02,9.62131e+01,
2.65000e+02,5.61847e+01,2.65000e+02,1.03535e+02,
2.70000e+02,6.31874e+01,2.70000e+02,1.05166e+02,
2.75000e+02,6.97100e+01,2.75000e+02,1.00024e+02,
2.80000e+02,7.37385e+01,2.80000e+02,8.92614e+01,
2.85000e+02,7.33377e+01,2.85000e+02,7.72097e+01,
2.90000e+02,7.05222e+01,2.90000e+02,7.05246e+01,
2.95000e+02,7.06717e+01,2.95000e+02,5.65875e+01,
3.00000e+02,5.31411e+01,3.00000e+02,6.11863e+01,
3.05000e+02,4.35437e+01,3.05000e+02,4.79423e+01,
3.10000e+02,5.33198e+01,3.10000e+02,2.11423e+01,
3.15000e+02,5.29732e+01,3.15000e+02,3.27598e+01,
3.20000e+02,2.85094e+01,3.20000e+02,3.19386e+01,
3.25000e+02,2.47321e+01,3.25000e+02,1.34150e+01,
3.30000e+02,2.77149e+01,3.30000e+02,4.30203e+00,
3.35000e+02,2.07109e+01,3.35000e+02,1.31248e+01,
3.40000e+02,1.26087e+01,3.40000e+02,4.87300e+00,
3.45000e+02,1.14108e+01,3.45000e+02,1.22996e+00,
3.50000e+02,-2.71083e+00,3.50000e+02,-6.78396e+00,
3.55000e+02,-8.53459e+00,3.55000e+02,-1.32724e+01,
0.00000e+00,-1.69311e+01,0.00000e+00,-2.33033e+01,
5.00000e+00,-2.15736e+01,5.00000e+00,-3.06796e+01,
1.00000e+01,-2.21777e+01,1.00000e+01,-3.36597e+01,
1.50000e+01,-1.90027e+01,1.50000e+01,-3.16098e+01,
2.00000e+01,-1.08105e+01,2.00000e+01,-2.51800e+01,
2.50000e+01,5.44089e-01,2.50000e+01,-1.26749e+01,
3.00000e+01,1.49135e+01,3.00000e+01,4.10685e+00,
3.50000e+01,3.03184e+01,3.50000e+01,2.40015e+01,
4.00000e+01,4.42933e+01,4.00000e+01,4.49799e+01,
4.50000e+01,5.81926e+01,4.50000e+01,6.38606e+01,
5.00000e+01,7.18446e+01,5.00000e+01,8.16219e+01,
5.50000e+01,8.40725e+01,5.50000e+01,9.85415e+01,
6.00000e+01,9.50705e+01,6.00000e+01,1.13659e+02,
6.50000e+01,1.04444e+02,6.50000e+01,1.26611e+02,
